,player,squad,variable,value,Unnamed: 0,index,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,player_id
185,Kristoffer Klaesson,Leeds United,crosses_stopped,0.02702702702702703,122,22498,Leeds United,Kristoffer Klaesson,20.0,Goalkeeper,Vålerenga,€2.00m,in,Summer,2.0,Premier League,2021,2021/2022,10
186,Marc Cucurella,Brighton,passes_under_pressure,0.7068965517241379,104,22362,Brighton & Hove Albion,Marc Cucurella,23.0,Left-Back,Getafe,€18.00m,in,Summer,18.0,Premier League,2021,2021/2022,70
187,Marc Cucurella,Brighton,passes_crosses,0.7401574803149606,104,22362,Brighton & Hove Albion,Marc Cucurella,23.0,Left-Back,Getafe,€18.00m,in,Summer,18.0,Premier League,2021,2021/2022,70
188,Marc Cucurella,Brighton,pressures,0.9095022624434389,104,22362,Brighton & Hove Albion,Marc Cucurella,23.0,Left-Back,Getafe,€18.00m,in,Summer,18.0,Premier League,2021,2021/2022,70
189,Marc Cucurella,Brighton,tot_def,0.9155555555555556,104,22362,Brighton & Hove Albion,Marc Cucurella,23.0,Left-Back,Getafe,€18.00m,in,Summer,18.0,Premier League,2021,2021/2022,70
190,Marc Cucurella,Brighton,touches,0.7245557350565428,104,22362,Brighton & Hove Albion,Marc Cucurella,23.0,Left-Back,Getafe,€18.00m,in,Summer,18.0,Premier League,2021,2021/2022,70
191,Mathias Normann,Norwich City,passes_under_pressure,0.25862068965517243,140,22634,Norwich City,Mathias Normann,25.0,Defensive Midfield,Rostov,Loan fee:€2.00m,in,Summer,2.0,Premier League,2021,2021/2022,10
192,Mathias Normann,Norwich City,passes_progressive,0.24100719424460432,140,22634,Norwich City,Mathias Normann,25.0,Defensive Midfield,Rostov,Loan fee:€2.00m,in,Summer,2.0,Premier League,2021,2021/2022,10
193,Mathias Normann,Norwich City,pressures,0.2986425339366516,140,22634,Norwich City,Mathias Normann,25.0,Defensive Midfield,Rostov,Loan fee:€2.00m,in,Summer,2.0,Premier League,2021,2021/2022,10
194,Mathias Normann,Norwich City,tot_def,0.3333333333333333,140,22634,Norwich City,Mathias Normann,25.0,Defensive Midfield,Rostov,Loan fee:€2.00m,in,Summer,2.0,Premier League,2021,2021/2022,10
195,Mathias Normann,Norwich City,touches,0.26682821755519653,140,22634,Norwich City,Mathias Normann,25.0,Defensive Midfield,Rostov,Loan fee:€2.00m,in,Summer,2.0,Premier League,2021,2021/2022,10
196,Nuno Tavares,Arsenal,passes_under_pressure,0.17672413793103448,95,22297,Arsenal FC,Nuno Tavares,21.0,Left-Back,Benfica,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
197,Nuno Tavares,Arsenal,passes_crosses,0.25196850393700787,95,22297,Arsenal FC,Nuno Tavares,21.0,Left-Back,Benfica,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
198,Nuno Tavares,Arsenal,pressures,0.21266968325791855,95,22297,Arsenal FC,Nuno Tavares,21.0,Left-Back,Benfica,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
199,Nuno Tavares,Arsenal,tot_def,0.25333333333333335,95,22297,Arsenal FC,Nuno Tavares,21.0,Left-Back,Benfica,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
200,Nuno Tavares,Arsenal,touches,0.23909531502423265,95,22297,Arsenal FC,Nuno Tavares,21.0,Left-Back,Benfica,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
201,Ozan Kabak,Norwich City,passes_under_pressure,0.15948275862068967,138,22632,Norwich City,Ozan Kabak,21.0,Centre-Back,FC Schalke 04,Loan fee:€4.00m,in,Summer,4.0,Premier League,2021,2021/2022,22
202,Ozan Kabak,Norwich City,pressures,0.17194570135746606,138,22632,Norwich City,Ozan Kabak,21.0,Centre-Back,FC Schalke 04,Loan fee:€4.00m,in,Summer,4.0,Premier League,2021,2021/2022,22
203,Ozan Kabak,Norwich City,tot_def,0.2311111111111111,138,22632,Norwich City,Ozan Kabak,21.0,Centre-Back,FC Schalke 04,Loan fee:€4.00m,in,Summer,4.0,Premier League,2021,2021/2022,22
204,Ozan Kabak,Norwich City,aerial_won,0.1695906432748538,138,22632,Norwich City,Ozan Kabak,21.0,Centre-Back,FC Schalke 04,Loan fee:€4.00m,in,Summer,4.0,Premier League,2021,2021/2022,22
205,Ozan Kabak,Norwich City,touches,0.13839526117393647,138,22632,Norwich City,Ozan Kabak,21.0,Centre-Back,FC Schalke 04,Loan fee:€4.00m,in,Summer,4.0,Premier League,2021,2021/2022,22
206,Romain Perraud,Southampton,passes_under_pressure,0.21767241379310345,142,22677,Southampton FC,Romain Perraud,23.0,Left-Back,Stade Brestois,€12.00m,in,Summer,12.0,Premier League,2021,2021/2022,53
207,Romain Perraud,Southampton,passes_crosses,0.3858267716535433,142,22677,Southampton FC,Romain Perraud,23.0,Left-Back,Stade Brestois,€12.00m,in,Summer,12.0,Premier League,2021,2021/2022,53
208,Romain Perraud,Southampton,pressures,0.38461538461538464,142,22677,Southampton FC,Romain Perraud,23.0,Left-Back,Stade Brestois,€12.00m,in,Summer,12.0,Premier League,2021,2021/2022,53
209,Romain Perraud,Southampton,tot_def,0.3288888888888889,142,22677,Southampton FC,Romain Perraud,23.0,Left-Back,Stade Brestois,€12.00m,in,Summer,12.0,Premier League,2021,2021/2022,53
210,Romain Perraud,Southampton,touches,0.2571351642434033,142,22677,Southampton FC,Romain Perraud,23.0,Left-Back,Stade Brestois,€12.00m,in,Summer,12.0,Premier League,2021,2021/2022,53
211,Takehiro Tomiyasu,Arsenal,passes_under_pressure,0.2629310344827586,93,22295,Arsenal FC,Takehiro Tomiyasu,22.0,Right-Back,Bologna,€18.60m,in,Summer,18.6,Premier League,2021,2021/2022,71
212,Takehiro Tomiyasu,Arsenal,pressures,0.3167420814479638,93,22295,Arsenal FC,Takehiro Tomiyasu,22.0,Right-Back,Bologna,€18.60m,in,Summer,18.6,Premier League,2021,2021/2022,71
213,Takehiro Tomiyasu,Arsenal,tot_def,0.4,93,22295,Arsenal FC,Takehiro Tomiyasu,22.0,Right-Back,Bologna,€18.60m,in,Summer,18.6,Premier League,2021,2021/2022,71
214,Takehiro Tomiyasu,Arsenal,aerial_won,0.3333333333333333,93,22295,Arsenal FC,Takehiro Tomiyasu,22.0,Right-Back,Bologna,€18.60m,in,Summer,18.6,Premier League,2021,2021/2022,71
215,Takehiro Tomiyasu,Arsenal,touches,0.35137318255250405,93,22295,Arsenal FC,Takehiro Tomiyasu,22.0,Right-Back,Bologna,€18.60m,in,Summer,18.6,Premier League,2021,2021/2022,71
216,Connor Roberts,Burnley,passes_crosses,0.2204724409448819,110,22402,Burnley FC,Connor Roberts,25.0,Right-Back,Swansea,€2.90m,in,Summer,2.9,Premier League,2021,2021/2022,14
217,Connor Roberts,Burnley,passes_progressive,0.22661870503597123,110,22402,Burnley FC,Connor Roberts,25.0,Right-Back,Swansea,€2.90m,in,Summer,2.9,Premier League,2021,2021/2022,14
218,Connor Roberts,Burnley,tot_def,0.4622222222222222,110,22402,Burnley FC,Connor Roberts,25.0,Right-Back,Swansea,€2.90m,in,Summer,2.9,Premier League,2021,2021/2022,14
219,Connor Roberts,Burnley,clearances,0.25462962962962965,110,22402,Burnley FC,Connor Roberts,25.0,Right-Back,Swansea,€2.90m,in,Summer,2.9,Premier League,2021,2021/2022,14
220,Connor Roberts,Burnley,touches,0.27867528271405495,110,22402,Burnley FC,Connor Roberts,25.0,Right-Back,Swansea,€2.90m,in,Summer,2.9,Premier League,2021,2021/2022,14
221,Ibrahima Konaté,Liverpool,passes_progressive,0.17266187050359713,126,22534,Liverpool FC,Ibrahima Konaté,22.0,Centre-Back,RB Leipzig,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
222,Ibrahima Konaté,Liverpool,tot_def,0.22666666666666666,126,22534,Liverpool FC,Ibrahima Konaté,22.0,Centre-Back,RB Leipzig,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
223,Ibrahima Konaté,Liverpool,clearances,0.2175925925925926,126,22534,Liverpool FC,Ibrahima Konaté,22.0,Centre-Back,RB Leipzig,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
224,Ibrahima Konaté,Liverpool,aerial_won,0.23976608187134502,126,22534,Liverpool FC,Ibrahima Konaté,22.0,Centre-Back,RB Leipzig,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
225,Ibrahima Konaté,Liverpool,touches,0.22347872913301023,126,22534,Liverpool FC,Ibrahima Konaté,22.0,Centre-Back,RB Leipzig,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
226,Jannik Vestergaard,Leicester City,pressures,0.09954751131221719,125,22521,Leicester City,Jannik Vestergaard,29.0,Centre-Back,Southampton,€17.60m,in,Summer,17.6,Premier League,2021,2021/2022,68
227,Jannik Vestergaard,Leicester City,tot_def,0.18222222222222223,125,22521,Leicester City,Jannik Vestergaard,29.0,Centre-Back,Southampton,€17.60m,in,Summer,17.6,Premier League,2021,2021/2022,68
228,Jannik Vestergaard,Leicester City,clearances,0.18981481481481483,125,22521,Leicester City,Jannik Vestergaard,29.0,Centre-Back,Southampton,€17.60m,in,Summer,17.6,Premier League,2021,2021/2022,68
229,Jannik Vestergaard,Leicester City,aerial_won,0.0935672514619883,125,22521,Leicester City,Jannik Vestergaard,29.0,Centre-Back,Southampton,€17.60m,in,Summer,17.6,Premier League,2021,2021/2022,68
230,Jannik Vestergaard,Leicester City,touches,0.11793214862681745,125,22521,Leicester City,Jannik Vestergaard,29.0,Centre-Back,Southampton,€17.60m,in,Summer,17.6,Premier League,2021,2021/2022,68
231,Kristoffer Ajer,Brentford,pressures,0.33031674208144796,99,22340,Brentford FC,Kristoffer Ajer,23.0,Centre-Back,Celtic,€15.70m,in,Summer,15.7,Premier League,2021,2021/2022,61
232,Kristoffer Ajer,Brentford,tot_def,0.47555555555555556,99,22340,Brentford FC,Kristoffer Ajer,23.0,Centre-Back,Celtic,€15.70m,in,Summer,15.7,Premier League,2021,2021/2022,61
233,Kristoffer Ajer,Brentford,clearances,0.375,99,22340,Brentford FC,Kristoffer Ajer,23.0,Centre-Back,Celtic,€15.70m,in,Summer,15.7,Premier League,2021,2021/2022,61
234,Kristoffer Ajer,Brentford,aerial_won,0.3684210526315789,99,22340,Brentford FC,Kristoffer Ajer,23.0,Centre-Back,Celtic,€15.70m,in,Summer,15.7,Premier League,2021,2021/2022,61
235,Kristoffer Ajer,Brentford,touches,0.2983306408185245,99,22340,Brentford FC,Kristoffer Ajer,23.0,Centre-Back,Celtic,€15.70m,in,Summer,15.7,Premier League,2021,2021/2022,61
236,Kurt Zouma,West Ham,pressures,0.1583710407239819,153,22767,West Ham United,Kurt Zouma,26.0,Centre-Back,Chelsea,€35.00m,in,Summer,35.0,Premier League,2021,2021/2022,89
237,Kurt Zouma,West Ham,tot_def,0.4,153,22767,West Ham United,Kurt Zouma,26.0,Centre-Back,Chelsea,€35.00m,in,Summer,35.0,Premier League,2021,2021/2022,89
238,Kurt Zouma,West Ham,clearances,0.6481481481481481,153,22767,West Ham United,Kurt Zouma,26.0,Centre-Back,Chelsea,€35.00m,in,Summer,35.0,Premier League,2021,2021/2022,89
239,Kurt Zouma,West Ham,aerial_won,0.3216374269005848,153,22767,West Ham United,Kurt Zouma,26.0,Centre-Back,Chelsea,€35.00m,in,Summer,35.0,Premier League,2021,2021/2022,89
240,Kurt Zouma,West Ham,touches,0.3247172859450727,153,22767,West Ham United,Kurt Zouma,26.0,Centre-Back,Chelsea,€35.00m,in,Summer,35.0,Premier League,2021,2021/2022,89
241,Lyanco,Southampton,pressures,0.19457013574660634,143,22678,Southampton FC,Lyanco,24.0,Centre-Back,Torino,€7.50m,in,Summer,7.5,Premier League,2021,2021/2022,36
242,Lyanco,Southampton,tot_def,0.31555555555555553,143,22678,Southampton FC,Lyanco,24.0,Centre-Back,Torino,€7.50m,in,Summer,7.5,Premier League,2021,2021/2022,36
243,Lyanco,Southampton,clearances,0.3055555555555556,143,22678,Southampton FC,Lyanco,24.0,Centre-Back,Torino,€7.50m,in,Summer,7.5,Premier League,2021,2021/2022,36
244,Lyanco,Southampton,aerial_won,0.12280701754385964,143,22678,Southampton FC,Lyanco,24.0,Centre-Back,Torino,€7.50m,in,Summer,7.5,Premier League,2021,2021/2022,36
245,Lyanco,Southampton,touches,0.1381260096930533,143,22678,Southampton FC,Lyanco,24.0,Centre-Back,Torino,€7.50m,in,Summer,7.5,Premier League,2021,2021/2022,36
246,Marc Guéhi,Crystal Palace,pressures,0.4117647058823529,113,22452,Crystal Palace,Marc Guéhi,21.0,Centre-Back,Chelsea U23,€23.34m,in,Summer,23.34,Premier League,2021,2021/2022,75
247,Marc Guéhi,Crystal Palace,tot_def,0.5555555555555556,113,22452,Crystal Palace,Marc Guéhi,21.0,Centre-Back,Chelsea U23,€23.34m,in,Summer,23.34,Premier League,2021,2021/2022,75
248,Marc Guéhi,Crystal Palace,clearances,0.6435185185185185,113,22452,Crystal Palace,Marc Guéhi,21.0,Centre-Back,Chelsea U23,€23.34m,in,Summer,23.34,Premier League,2021,2021/2022,75
249,Marc Guéhi,Crystal Palace,aerial_won,0.49707602339181284,113,22452,Crystal Palace,Marc Guéhi,21.0,Centre-Back,Chelsea U23,€23.34m,in,Summer,23.34,Premier League,2021,2021/2022,75
250,Marc Guéhi,Crystal Palace,touches,0.6943995691976306,113,22452,Crystal Palace,Marc Guéhi,21.0,Centre-Back,Chelsea U23,€23.34m,in,Summer,23.34,Premier League,2021,2021/2022,75
251,Nathan Collins,Burnley,pressures,0.24434389140271492,109,22401,Burnley FC,Nathan Collins,20.0,Centre-Back,Stoke City,€14.00m,in,Summer,14.0,Premier League,2021,2021/2022,55
252,Nathan Collins,Burnley,tot_def,0.48,109,22401,Burnley FC,Nathan Collins,20.0,Centre-Back,Stoke City,€14.00m,in,Summer,14.0,Premier League,2021,2021/2022,55
253,Nathan Collins,Burnley,clearances,0.4722222222222222,109,22401,Burnley FC,Nathan Collins,20.0,Centre-Back,Stoke City,€14.00m,in,Summer,14.0,Premier League,2021,2021/2022,55
254,Nathan Collins,Burnley,aerial_won,0.4853801169590643,109,22401,Burnley FC,Nathan Collins,20.0,Centre-Back,Stoke City,€14.00m,in,Summer,14.0,Premier League,2021,2021/2022,55
255,Nathan Collins,Burnley,touches,0.23532579429186862,109,22401,Burnley FC,Nathan Collins,20.0,Centre-Back,Stoke City,€14.00m,in,Summer,14.0,Premier League,2021,2021/2022,55
256,Raphaël Varane,Manchester Utd,pressures,0.26244343891402716,129,22587,Manchester United,Raphaël Varane,28.0,Centre-Back,Real Madrid,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
257,Raphaël Varane,Manchester Utd,tot_def,0.3688888888888889,129,22587,Manchester United,Raphaël Varane,28.0,Centre-Back,Real Madrid,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
258,Raphaël Varane,Manchester Utd,clearances,0.4398148148148148,129,22587,Manchester United,Raphaël Varane,28.0,Centre-Back,Real Madrid,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
259,Raphaël Varane,Manchester Utd,aerial_won,0.3684210526315789,129,22587,Manchester United,Raphaël Varane,28.0,Centre-Back,Real Madrid,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
260,Raphaël Varane,Manchester Utd,touches,0.34868066774367257,129,22587,Manchester United,Raphaël Varane,28.0,Centre-Back,Real Madrid,€40.00m,in,Summer,40.0,Premier League,2021,2021/2022,92
261,Álvaro Fernández,Brentford,touches,0.1435110393107162,102,22343,Brentford FC,Álvaro Fernández,23.0,Goalkeeper,SD Huesca,Loan fee:€1.00m,in,Summer,1.0,Premier League,2021,2021/2022,3
262,Álvaro Fernández,Brentford,saves,0.33093525179856115,102,22343,Brentford FC,Álvaro Fernández,23.0,Goalkeeper,SD Huesca,Loan fee:€1.00m,in,Summer,1.0,Premier League,2021,2021/2022,3
263,Álvaro Fernández,Brentford,passes_40yds_completed,0.25705329153605017,102,22343,Brentford FC,Álvaro Fernández,23.0,Goalkeeper,SD Huesca,Loan fee:€1.00m,in,Summer,1.0,Premier League,2021,2021/2022,3
264,Álvaro Fernández,Brentford,crosses_stopped,0.1891891891891892,102,22343,Brentford FC,Álvaro Fernández,23.0,Goalkeeper,SD Huesca,Loan fee:€1.00m,in,Summer,1.0,Premier League,2021,2021/2022,3
265,Álvaro Fernández,Brentford,outside_area_sweep,0.15873015873015872,102,22343,Brentford FC,Álvaro Fernández,23.0,Goalkeeper,SD Huesca,Loan fee:€1.00m,in,Summer,1.0,Premier League,2021,2021/2022,3
266,Angus Gunn,Norwich City,touches,0.08912224017232095,137,22631,Norwich City,Angus Gunn,25.0,Goalkeeper,Southampton,€5.85m,in,Summer,5.85,Premier League,2021,2021/2022,31
267,Angus Gunn,Norwich City,saves,0.2446043165467626,137,22631,Norwich City,Angus Gunn,25.0,Goalkeeper,Southampton,€5.85m,in,Summer,5.85,Premier League,2021,2021/2022,31
268,Angus Gunn,Norwich City,passes_40yds_completed,0.18495297805642633,137,22631,Norwich City,Angus Gunn,25.0,Goalkeeper,Southampton,€5.85m,in,Summer,5.85,Premier League,2021,2021/2022,31
269,Angus Gunn,Norwich City,crosses_stopped,0.1891891891891892,137,22631,Norwich City,Angus Gunn,25.0,Goalkeeper,Southampton,€5.85m,in,Summer,5.85,Premier League,2021,2021/2022,31
270,Angus Gunn,Norwich City,outside_area_sweep,0.1111111111111111,137,22631,Norwich City,Angus Gunn,25.0,Goalkeeper,Southampton,€5.85m,in,Summer,5.85,Premier League,2021,2021/2022,31
271,Aaron Ramsdale,Arsenal,saves,0.60431654676259,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
272,Aaron Ramsdale,Arsenal,clean_sheets,0.6,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
273,Aaron Ramsdale,Arsenal,passes_40yds_completed,0.5517241379310345,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
274,Aaron Ramsdale,Arsenal,crosses_stopped,0.5675675675675675,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
275,Aaron Ramsdale,Arsenal,outside_area_sweep,0.5555555555555556,92,22294,Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,€28.00m,in,Summer,28.0,Premier League,2021,2021/2022,79
276,José Sá,Wolves,saves,0.8633093525179856,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
277,José Sá,Wolves,clean_sheets,0.55,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
278,José Sá,Wolves,passes_40yds_completed,0.5203761755485894,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
279,José Sá,Wolves,crosses_stopped,0.918918918918919,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
280,José Sá,Wolves,outside_area_sweep,0.6349206349206349,159,22782,Wolverhampton Wanderers,José Sá,28.0,Goalkeeper,Olympiacos,€8.00m,in,Summer,8.0,Premier League,2021,2021/2022,39
